"TIME","GEO","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2011","European Union (25 countries)","Total","Percentage of total population","Total","6.2",""
"2011","European Union (25 countries)","Total","Percentage of active population","Total","9.7",""
"2011","European Union (25 countries)","Less than 25 years","Thousand persons","Total","5,025",""
"2011","European Union (25 countries)","Less than 25 years","Percentage of total population","Total","9.3",""
"2011","European Union (25 countries)","Less than 25 years","Percentage of active population","Total","21.5",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","15,791",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total","6.3",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","10.1",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Thousand persons","Total","3,208",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Percentage of total population","Total","8.8",""
"2011","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Percentage of active population","Total","21.2",""
"2011","Euro area (19 countries)","Total","Thousand persons","Total","16,185",""
"2011","Euro area (19 countries)","Total","Percentage of total population","Total","6.4",""
"2011","Euro area (19 countries)","Total","Percentage of active population","Total","10.2",""
"2011","Euro area (19 countries)","Less than 25 years","Thousand persons","Total","3,279",""
"2011","Euro area (19 countries)","Less than 25 years","Percentage of total population","Total","8.8",""
"2011","Euro area (19 countries)","Less than 25 years","Percentage of active population","Total","21.3",""
"2011","Euro area (18 countries)","Total","Thousand persons","Total","15,957",""
"2011","Euro area (18 countries)","Total","Percentage of total population","Total","6.4",""
"2011","Euro area (18 countries)","Total","Percentage of active population","Total","10.1",""
"2011","Euro area (18 countries)","Less than 25 years","Thousand persons","Total","3,240",""
"2011","Euro area (18 countries)","Less than 25 years","Percentage of total population","Total","8.8",""
"2011","Euro area (18 countries)","Less than 25 years","Percentage of active population","Total","21.2",""
"2011","Belgium","Total","Thousand persons","Total","347",""
"2011","Belgium","Total","Percentage of total population","Total","4.2",""
"2011","Belgium","Total","Percentage of active population","Total","7.2",""
"2011","Belgium","Less than 25 years","Thousand persons","Total","79",""
"2011","Belgium","Less than 25 years","Percentage of total population","Total","6.0",""
"2011","Belgium","Less than 25 years","Percentage of active population","Total","18.7",""
"2011","Bulgaria","Total","Thousand persons","Total","376",""
"2011","Bulgaria","Total","Percentage of total population","Total","6.5",""
"2011","Bulgaria","Total","Percentage of active population","Total","11.3",""
"2011","Bulgaria","Less than 25 years","Thousand persons","Total","63",""
"2011","Bulgaria","Less than 25 years","Percentage of total population","Total","7.4",""
"2011","Bulgaria","Less than 25 years","Percentage of active population","Total","25.0",""
"2011","Czech Republic","Total","Thousand persons","Total","351",""
"2011","Czech Republic","Total","Percentage of total population","Total","4.2",""
"2011","Czech Republic","Total","Percentage of active population","Total","6.7",""
"2011","Czech Republic","Less than 25 years","Thousand persons","Total","67",""
"2011","Czech Republic","Less than 25 years","Percentage of total population","Total","5.4",""
"2011","Czech Republic","Less than 25 years","Percentage of active population","Total","18.1",""
"2011","Denmark","Total","Thousand persons","Total","221",""
"2011","Denmark","Total","Percentage of total population","Total","5.3",""
"2011","Denmark","Total","Percentage of active population","Total","7.6",""
"2011","Denmark","Less than 25 years","Thousand persons","Total","66",""
"2011","Denmark","Less than 25 years","Percentage of total population","Total","9.6",""
"2011","Denmark","Less than 25 years","Percentage of active population","Total","14.2",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","2,399",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","3.9",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","5.8",""
"2011","Germany (until 1990 former territory of the FRG)","Less than 25 years","Thousand persons","Total","389",""
"2011","Germany (until 1990 former territory of the FRG)","Less than 25 years","Percentage of total population","Total","4.5",""
"2011","Germany (until 1990 former territory of the FRG)","Less than 25 years","Percentage of active population","Total","8.5",""
"2011","Estonia","Total","Thousand persons","Total","85",""
"2011","Estonia","Total","Percentage of total population","Total","8.3",""
"2011","Estonia","Total","Percentage of active population","Total","12.3",""
"2011","Estonia","Less than 25 years","Thousand persons","Total","15",""
"2011","Estonia","Less than 25 years","Percentage of total population","Total","9.0",""
"2011","Estonia","Less than 25 years","Percentage of active population","Total","22.4",""
"2011","Ireland","Total","Thousand persons","Total","317",""
"2011","Ireland","Total","Percentage of total population","Total","9.4",""
"2011","Ireland","Total","Percentage of active population","Total","14.7",""
"2011","Ireland","Less than 25 years","Thousand persons","Total","70",""
"2011","Ireland","Less than 25 years","Percentage of total population","Total","12.1",""
"2011","Ireland","Less than 25 years","Percentage of active population","Total","29.1",""
"2011","Greece","Total","Thousand persons","Total","882",""
"2011","Greece","Total","Percentage of total population","Total","10.6",""
"2011","Greece","Total","Percentage of active population","Total","17.9",""
"2011","Greece","Less than 25 years","Thousand persons","Total","150",""
"2011","Greece","Less than 25 years","Percentage of total population","Total","13.0",""
"2011","Greece","Less than 25 years","Percentage of active population","Total","44.7",""
"2011","Spain","Total","Thousand persons","Total","5,013",""
"2011","Spain","Total","Percentage of total population","Total","14.2",""
"2011","Spain","Total","Percentage of active population","Total","21.4",""
"2011","Spain","Less than 25 years","Thousand persons","Total","894",""
"2011","Spain","Less than 25 years","Percentage of total population","Total","18.9",""
"2011","Spain","Less than 25 years","Percentage of active population","Total","46.2",""
"2011","France","Total","Thousand persons","Total","2,665",""
"2011","France","Total","Percentage of total population","Total","5.5",""
"2011","France","Total","Percentage of active population","Total","9.2",""
"2011","France","Less than 25 years","Thousand persons","Total","649",""
"2011","France","Less than 25 years","Percentage of total population","Total","8.3",""
"2011","France","Less than 25 years","Percentage of active population","Total","22.7",""
"2011","Croatia","Total","Thousand persons","Total","257",""
"2011","Croatia","Total","Percentage of total population","Total","7.8",""
"2011","Croatia","Total","Percentage of active population","Total","13.7",""
"2011","Croatia","Less than 25 years","Thousand persons","Total","60",""
"2011","Croatia","Less than 25 years","Percentage of total population","Total","11.9",""
"2011","Croatia","Less than 25 years","Percentage of active population","Total","36.7",""
"2011","Italy","Total","Thousand persons","Total","2,061",""
"2011","Italy","Total","Percentage of total population","Total","4.6",""
"2011","Italy","Total","Percentage of active population","Total","8.4",""
"2011","Italy","Less than 25 years","Thousand persons","Total","473",""
"2011","Italy","Less than 25 years","Percentage of total population","Total","7.9",""
"2011","Italy","Less than 25 years","Percentage of active population","Total","29.2",""
"2011","Cyprus","Total","Thousand persons","Total","34",""
"2011","Cyprus","Total","Percentage of total population","Total","5.3",""
"2011","Cyprus","Total","Percentage of active population","Total","7.9",""
"2011","Cyprus","Less than 25 years","Thousand persons","Total","9",""
"2011","Cyprus","Less than 25 years","Percentage of total population","Total","8.7",""
"2011","Cyprus","Less than 25 years","Percentage of active population","Total","22.4",""
"2011","Latvia","Total","Thousand persons","Total","167",""
"2011","Latvia","Total","Percentage of total population","Total","10.4",""
"2011","Latvia","Total","Percentage of active population","Total","16.2",""
"2011","Latvia","Less than 25 years","Thousand persons","Total","32",""
"2011","Latvia","Less than 25 years","Percentage of total population","Total","11.6",""
"2011","Latvia","Less than 25 years","Percentage of active population","Total","31.0",""
"2011","Lithuania","Total","Thousand persons","Total","228",""
"2011","Lithuania","Total","Percentage of total population","Total","9.8",""
"2011","Lithuania","Total","Percentage of active population","Total","15.4",""
"2011","Lithuania","Less than 25 years","Thousand persons","Total","39",""
"2011","Lithuania","Less than 25 years","Percentage of total population","Total","9.2",""
"2011","Lithuania","Less than 25 years","Percentage of active population","Total","32.6",""
"2011","Luxembourg","Total","Thousand persons","Total","11",""
"2011","Luxembourg","Total","Percentage of total population","Total","3.0",""
"2011","Luxembourg","Total","Percentage of active population","Total","4.8",""
"2011","Luxembourg","Less than 25 years","Thousand persons","Total","2",""
"2011","Luxembourg","Less than 25 years","Percentage of total population","Total","4.2",""
"2011","Luxembourg","Less than 25 years","Percentage of active population","Total","16.4",""
"2011","Hungary","Total","Thousand persons","Total","466",""
"2011","Hungary","Total","Percentage of total population","Total","6.1",""
"2011","Hungary","Total","Percentage of active population","Total","11.0",""
"2011","Hungary","Less than 25 years","Thousand persons","Total","74",""
"2011","Hungary","Less than 25 years","Percentage of total population","Total","6.3",""
"2011","Hungary","Less than 25 years","Percentage of active population","Total","26.0",""
"2011","Malta","Total","Thousand persons","Total","11",""
"2011","Malta","Total","Percentage of total population","Total","3.5",""
"2011","Malta","Total","Percentage of active population","Total","6.4",""
"2011","Malta","Less than 25 years","Thousand persons","Total","4",""
"2011","Malta","Less than 25 years","Percentage of total population","Total","6.9",""
"2011","Malta","Less than 25 years","Percentage of active population","Total","13.3",""
"2011","Netherlands","Total","Thousand persons","Total","434",""
"2011","Netherlands","Total","Percentage of total population","Total","3.5",""
"2011","Netherlands","Total","Percentage of active population","Total","5.0",""
"2011","Netherlands","Less than 25 years","Thousand persons","Total","137",""
"2011","Netherlands","Less than 25 years","Percentage of total population","Total","6.8",""
"2011","Netherlands","Less than 25 years","Percentage of active population","Total","10.0",""
"2011","Austria","Total","Thousand persons","Total","194",""
"2011","Austria","Total","Percentage of total population","Total","3.0",""
"2011","Austria","Total","Percentage of active population","Total","4.6",""
"2011","Austria","Less than 25 years","Thousand persons","Total","52",""
"2011","Austria","Less than 25 years","Percentage of total population","Total","5.3",""
"2011","Austria","Less than 25 years","Percentage of active population","Total","8.9",""
"2011","Poland","Total","Thousand persons","Total","1,659",""
"2011","Poland","Total","Percentage of total population","Total","5.8",""
"2011","Poland","Total","Percentage of active population","Total","9.7",""
"2011","Poland","Less than 25 years","Thousand persons","Total","418",""
"2011","Poland","Less than 25 years","Percentage of total population","Total","8.6",""
"2011","Poland","Less than 25 years","Percentage of active population","Total","25.8",""
"2011","Portugal","Total","Thousand persons","Total","688",""
"2011","Portugal","Total","Percentage of total population","Total","8.6",""
"2011","Portugal","Total","Percentage of active population","Total","12.9",""
"2011","Portugal","Less than 25 years","Thousand persons","Total","132",""
"2011","Portugal","Less than 25 years","Percentage of total population","Total","11.5",""
"2011","Portugal","Less than 25 years","Percentage of active population","Total","30.2",""
"2011","Romania","Total","Thousand persons","Total","659",""
"2011","Romania","Total","Percentage of total population","Total","4.2",""
"2011","Romania","Total","Percentage of active population","Total","7.2",""
"2011","Romania","Less than 25 years","Thousand persons","Total","182",""
"2011","Romania","Less than 25 years","Percentage of total population","Total","7.3",""
"2011","Romania","Less than 25 years","Percentage of active population","Total","23.9",""
"2011","Slovenia","Total","Thousand persons","Total","83",""
"2011","Slovenia","Total","Percentage of total population","Total","5.2",""
"2011","Slovenia","Total","Percentage of active population","Total","8.2",""
"2011","Slovenia","Less than 25 years","Thousand persons","Total","14",""
"2011","Slovenia","Less than 25 years","Percentage of total population","Total","5.9",""
"2011","Slovenia","Less than 25 years","Percentage of active population","Total","15.7",""
"2011","Slovakia","Total","Thousand persons","Total","363","i"
"2011","Slovakia","Total","Percentage of total population","Total","8.6","i"
"2011","Slovakia","Total","Percentage of active population","Total","13.7","i"
"2011","Slovakia","Less than 25 years","Thousand persons","Total","75","i"
"2011","Slovakia","Less than 25 years","Percentage of total population","Total","10.1","i"
"2011","Slovakia","Less than 25 years","Percentage of active population","Total","33.7","i"
"2011","Finland","Total","Thousand persons","Total","209",""
"2011","Finland","Total","Percentage of total population","Total","5.2",""
"2011","Finland","Total","Percentage of active population","Total","7.8",""
"2011","Finland","Less than 25 years","Thousand persons","Total","65",""
"2011","Finland","Less than 25 years","Percentage of total population","Total","10.1",""
"2011","Finland","Less than 25 years","Percentage of active population","Total","20.1",""
"2011","Sweden","Total","Thousand persons","Total","390",""
"2011","Sweden","Total","Percentage of total population","Total","5.5",""
"2011","Sweden","Total","Percentage of active population","Total","7.8",""
"2011","Sweden","Less than 25 years","Thousand persons","Total","150",""
"2011","Sweden","Less than 25 years","Percentage of total population","Total","12.1",""
"2011","Sweden","Less than 25 years","Percentage of active population","Total","22.8",""
"2011","United Kingdom","Total","Thousand persons","Total","2,559",""
"2011","United Kingdom","Total","Percentage of total population","Total","5.5",""
"2011","United Kingdom","Total","Percentage of active population","Total","8.1",""
"2011","United Kingdom","Less than 25 years","Thousand persons","Total","972",""
"2011","United Kingdom","Less than 25 years","Percentage of total population","Total","12.4",""
"2011","United Kingdom","Less than 25 years","Percentage of active population","Total","21.3",""
"2011","Iceland","Total","Thousand persons","Total","13",""
"2011","Iceland","Total","Percentage of total population","Total","5.6",""
"2011","Iceland","Total","Percentage of active population","Total","7.1",""
"2011","Iceland","Less than 25 years","Thousand persons","Total","4",""
"2011","Iceland","Less than 25 years","Percentage of total population","Total","10.6",""
"2011","Iceland","Less than 25 years","Percentage of active population","Total","14.6",""
"2011","Norway","Total","Thousand persons","Total","87",""
"2011","Norway","Total","Percentage of total population","Total","2.3",""
"2011","Norway","Total","Percentage of active population","Total","3.3",""
"2011","Norway","Less than 25 years","Thousand persons","Total","32",""
"2011","Norway","Less than 25 years","Percentage of total population","Total","4.8",""
"2011","Norway","Less than 25 years","Percentage of active population","Total","8.7",""
"2011","Turkey","Total","Thousand persons","Total","2,333",""
"2011","Turkey","Total","Percentage of total population","Total","4.5",""
"2011","Turkey","Total","Percentage of active population","Total","9.1",""
"2011","Turkey","Less than 25 years","Thousand persons","Total","741",""
"2011","Turkey","Less than 25 years","Percentage of total population","Total","6.4",""
"2011","Turkey","Less than 25 years","Percentage of active population","Total","16.9",""
"2011","United States","Total","Thousand persons","Total","13,747",""
"2011","United States","Total","Percentage of total population","Total",":",""
"2011","United States","Total","Percentage of active population","Total","8.9",""
"2011","United States","Less than 25 years","Thousand persons","Total","3,634",""
"2011","United States","Less than 25 years","Percentage of total population","Total",":",""
"2011","United States","Less than 25 years","Percentage of active population","Total","17.3",""
"2011","Japan","Total","Thousand persons","Total","3,019","b"
"2011","Japan","Total","Percentage of total population","Total",":",""
"2011","Japan","Total","Percentage of active population","Total","4.6","b"
"2011","Japan","Less than 25 years","Thousand persons","Total","438","b"
"2011","Japan","Less than 25 years","Percentage of total population","Total",":",""
"2011","Japan","Less than 25 years","Percentage of active population","Total","8.3","b"
"2012","European Union (28 countries)","Total","Thousand persons","Total","25,271",""
"2012","European Union (28 countries)","Total","Percentage of total population","Total","6.7",""
"2012","European Union (28 countries)","Total","Percentage of active population","Total","10.5",""
"2012","European Union (28 countries)","Less than 25 years","Thousand persons","Total","5,618",""
"2012","European Union (28 countries)","Less than 25 years","Percentage of total population","Total","9.8",""
"2012","European Union (28 countries)","Less than 25 years","Percentage of active population","Total","23.3",""
"2012","European Union (27 countries)","Total","Thousand persons","Total","24,974",""
"2012","European Union (27 countries)","Total","Percentage of total population","Total","6.6",""
"2012","European Union (27 countries)","Total","Percentage of active population","Total","10.4",""
"2012","European Union (27 countries)","Less than 25 years","Thousand persons","Total","5,554",""
"2012","European Union (27 countries)","Less than 25 years","Percentage of total population","Total","9.8",""
"2012","European Union (27 countries)","Less than 25 years","Percentage of active population","Total","23.1",""
"2012","European Union (25 countries)","Total","Thousand persons","Total","23,936",""
"2012","European Union (25 countries)","Total","Percentage of total population","Total","6.7",""
"2012","European Union (25 countries)","Total","Percentage of active population","Total","10.6",""
"2012","European Union (25 countries)","Less than 25 years","Thousand persons","Total","5,317",""
"2012","European Union (25 countries)","Less than 25 years","Percentage of total population","Total","9.9",""
"2012","European Union (25 countries)","Less than 25 years","Percentage of active population","Total","23.1",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","17,840",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total","7.2",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","11.3",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Thousand persons","Total","3,493",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Percentage of total population","Total","9.7",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Percentage of active population","Total","23.5",""
"2012","Euro area (19 countries)","Total","Thousand persons","Total","18,192",""
"2012","Euro area (19 countries)","Total","Percentage of total population","Total","7.2",""
"2012","Euro area (19 countries)","Total","Percentage of active population","Total","11.4",""
"2012","Euro area (19 countries)","Less than 25 years","Thousand persons","Total","3,554",""
"2012","Euro area (19 countries)","Less than 25 years","Percentage of total population","Total","9.7",""
"2012","Euro area (19 countries)","Less than 25 years","Percentage of active population","Total","23.6",""
"2012","Euro area (18 countries)","Total","Thousand persons","Total","17,995",""
"2012","Euro area (18 countries)","Total","Percentage of total population","Total","7.2",""
"2012","Euro area (18 countries)","Total","Percentage of active population","Total","11.4",""
"2012","Euro area (18 countries)","Less than 25 years","Thousand persons","Total","3,522",""
"2012","Euro area (18 countries)","Less than 25 years","Percentage of total population","Total","9.7",""
"2012","Euro area (18 countries)","Less than 25 years","Percentage of active population","Total","23.5",""
"2012","Belgium","Total","Thousand persons","Total","369",""
"2012","Belgium","Total","Percentage of total population","Total","4.5",""
"2012","Belgium","Total","Percentage of active population","Total","7.6",""
"2012","Belgium","Less than 25 years","Thousand persons","Total","82",""
"2012","Belgium","Less than 25 years","Percentage of total population","Total","6.2",""
"2012","Belgium","Less than 25 years","Percentage of active population","Total","19.8",""
"2012","Bulgaria","Total","Thousand persons","Total","410",""
"2012","Bulgaria","Total","Percentage of total population","Total","7.2",""
"2012","Bulgaria","Total","Percentage of active population","Total","12.3",""
"2012","Bulgaria","Less than 25 years","Thousand persons","Total","70",""
"2012","Bulgaria","Less than 25 years","Percentage of total population","Total","8.5",""
"2012","Bulgaria","Less than 25 years","Percentage of active population","Total","28.1",""
"2012","Czech Republic","Total","Thousand persons","Total","367",""
"2012","Czech Republic","Total","Percentage of total population","Total","4.4",""
"2012","Czech Republic","Total","Percentage of active population","Total","7.0",""
"2012","Czech Republic","Less than 25 years","Thousand persons","Total","73",""
"2012","Czech Republic","Less than 25 years","Percentage of total population","Total","6.1",""
"2012","Czech Republic","Less than 25 years","Percentage of active population","Total","19.5",""
"2012","Denmark","Total","Thousand persons","Total","219",""
"2012","Denmark","Total","Percentage of total population","Total","5.2",""
"2012","Denmark","Total","Percentage of active population","Total","7.5",""
"2012","Denmark","Less than 25 years","Thousand persons","Total","63",""
"2012","Denmark","Less than 25 years","Percentage of total population","Total","9.1",""
"2012","Denmark","Less than 25 years","Percentage of active population","Total","14.1",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","2,224",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","3.6",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","5.4",""
"2012","Germany (until 1990 former territory of the FRG)","Less than 25 years","Thousand persons","Total","353",""
"2012","Germany (until 1990 former territory of the FRG)","Less than 25 years","Percentage of total population","Total","4.1",""
"2012","Germany (until 1990 former territory of the FRG)","Less than 25 years","Percentage of active population","Total","8.0",""
"2012","Estonia","Total","Thousand persons","Total","68",""
"2012","Estonia","Total","Percentage of total population","Total","6.8",""
"2012","Estonia","Total","Percentage of active population","Total","10.0",""
"2012","Estonia","Less than 25 years","Thousand persons","Total","14",""
"2012","Estonia","Less than 25 years","Percentage of total population","Total","8.5",""
"2012","Estonia","Less than 25 years","Percentage of active population","Total","20.9",""
"2012","Ireland","Total","Thousand persons","Total","316",""
"2012","Ireland","Total","Percentage of total population","Total","9.4",""
"2012","Ireland","Total","Percentage of active population","Total","14.7",""
"2012","Ireland","Less than 25 years","Thousand persons","Total","68",""
"2012","Ireland","Less than 25 years","Percentage of total population","Total","12.3",""
"2012","Ireland","Less than 25 years","Percentage of active population","Total","30.4",""
"2012","Greece","Total","Thousand persons","Total","1,195",""
"2012","Greece","Total","Percentage of total population","Total","14.5",""
"2012","Greece","Total","Percentage of active population","Total","24.5",""
"2012","Greece","Less than 25 years","Thousand persons","Total","182",""
"2012","Greece","Less than 25 years","Percentage of total population","Total","16.1",""
"2012","Greece","Less than 25 years","Percentage of active population","Total","55.3",""
"2012","Spain","Total","Thousand persons","Total","5,811",""
"2012","Spain","Total","Percentage of total population","Total","16.5",""
"2012","Spain","Total","Percentage of active population","Total","24.8",""
"2012","Spain","Less than 25 years","Thousand persons","Total","956",""
"2012","Spain","Less than 25 years","Percentage of total population","Total","20.6",""
"2012","Spain","Less than 25 years","Percentage of active population","Total","52.9",""
"2012","France","Total","Thousand persons","Total","2,855",""
"2012","France","Total","Percentage of total population","Total","5.9",""
"2012","France","Total","Percentage of active population","Total","9.8",""
"2012","France","Less than 25 years","Thousand persons","Total","684",""
"2012","France","Less than 25 years","Percentage of total population","Total","8.8",""
"2012","France","Less than 25 years","Percentage of active population","Total","24.4",""
"2012","Croatia","Total","Thousand persons","Total","297",""
"2012","Croatia","Total","Percentage of total population","Total","9.1",""
"2012","Croatia","Total","Percentage of active population","Total","16.0",""
"2012","Croatia","Less than 25 years","Thousand persons","Total","63",""
"2012","Croatia","Less than 25 years","Percentage of total population","Total","12.7",""
"2012","Croatia","Less than 25 years","Percentage of active population","Total","42.1",""
"2012","Italy","Total","Thousand persons","Total","2,691",""
"2012","Italy","Total","Percentage of total population","Total","5.9",""
"2012","Italy","Total","Percentage of active population","Total","10.7",""
"2012","Italy","Less than 25 years","Thousand persons","Total","604",""
"2012","Italy","Less than 25 years","Percentage of total population","Total","10.1",""
"2012","Italy","Less than 25 years","Percentage of active population","Total","35.3",""
"2012","Cyprus","Total","Thousand persons","Total","52",""
"2012","Cyprus","Total","Percentage of total population","Total","8.0",""
"2012","Cyprus","Total","Percentage of active population","Total","11.9",""
"2012","Cyprus","Less than 25 years","Thousand persons","Total","11",""
"2012","Cyprus","Less than 25 years","Percentage of total population","Total","10.8",""
"2012","Cyprus","Less than 25 years","Percentage of active population","Total","27.7",""
"2012","Latvia","Total","Thousand persons","Total","155",""
"2012","Latvia","Total","Percentage of total population","Total","9.9",""
"2012","Latvia","Total","Percentage of active population","Total","15.0",""
"2012","Latvia","Less than 25 years","Thousand persons","Total","29",""
"2012","Latvia","Less than 25 years","Percentage of total population","Total","11.5",""
"2012","Latvia","Less than 25 years","Percentage of active population","Total","28.5",""
"2012","Lithuania","Total","Thousand persons","Total","197",""
"2012","Lithuania","Total","Percentage of total population","Total","8.6",""
"2012","Lithuania","Total","Percentage of active population","Total","13.4",""
"2012","Lithuania","Less than 25 years","Thousand persons","Total","32",""
"2012","Lithuania","Less than 25 years","Percentage of total population","Total","7.8",""
"2012","Lithuania","Less than 25 years","Percentage of active population","Total","26.7",""
"2012","Luxembourg","Total","Thousand persons","Total","13",""
"2012","Luxembourg","Total","Percentage of total population","Total","3.2",""
"2012","Luxembourg","Total","Percentage of active population","Total","5.1",""
"2012","Luxembourg","Less than 25 years","Thousand persons","Total","3",""
"2012","Luxembourg","Less than 25 years","Percentage of total population","Total","5.0",""
"2012","Luxembourg","Less than 25 years","Percentage of active population","Total","18.0",""
"2012","Hungary","Total","Thousand persons","Total","473",""
"2012","Hungary","Total","Percentage of total population","Total","6.2",""
"2012","Hungary","Total","Percentage of active population","Total","11.0",""
"2012","Hungary","Less than 25 years","Thousand persons","Total","85",""
"2012","Hungary","Less than 25 years","Percentage of total population","Total","7.2",""
"2012","Hungary","Less than 25 years","Percentage of active population","Total","28.2",""
"2012","Malta","Total","Thousand persons","Total","11",""
"2012","Malta","Total","Percentage of total population","Total","3.5",""
"2012","Malta","Total","Percentage of active population","Total","6.3",""
"2012","Malta","Less than 25 years","Thousand persons","Total","4",""
"2012","Malta","Less than 25 years","Percentage of total population","Total","7.2",""
"2012","Malta","Less than 25 years","Percentage of active population","Total","14.1",""
"2012","Netherlands","Total","Thousand persons","Total","516",""
"2012","Netherlands","Total","Percentage of total population","Total","4.1",""
"2012","Netherlands","Total","Percentage of active population","Total","5.8",""
"2012","Netherlands","Less than 25 years","Thousand persons","Total","164",""
"2012","Netherlands","Less than 25 years","Percentage of total population","Total","8.1",""
"2012","Netherlands","Less than 25 years","Percentage of active population","Total","11.7",""
"2012","Austria","Total","Thousand persons","Total","209",""
"2012","Austria","Total","Percentage of total population","Total","3.2",""
"2012","Austria","Total","Percentage of active population","Total","4.9",""
"2012","Austria","Less than 25 years","Thousand persons","Total","55",""
"2012","Austria","Less than 25 years","Percentage of total population","Total","5.6",""
"2012","Austria","Less than 25 years","Percentage of active population","Total","9.4",""
"2012","Poland","Total","Thousand persons","Total","1,749",""
"2012","Poland","Total","Percentage of total population","Total","6.1",""
"2012","Poland","Total","Percentage of active population","Total","10.1",""
"2012","Poland","Less than 25 years","Thousand persons","Total","414",""
"2012","Poland","Less than 25 years","Percentage of total population","Total","8.9",""
"2012","Poland","Less than 25 years","Percentage of active population","Total","26.5",""
"2012","Portugal","Total","Thousand persons","Total","835",""
"2012","Portugal","Total","Percentage of total population","Total","10.5",""
"2012","Portugal","Total","Percentage of active population","Total","15.8",""
"2012","Portugal","Less than 25 years","Thousand persons","Total","159",""
"2012","Portugal","Less than 25 years","Percentage of total population","Total","14.1",""
"2012","Portugal","Less than 25 years","Percentage of active population","Total","38.0",""
"2012","Romania","Total","Thousand persons","Total","627",""
"2012","Romania","Total","Percentage of total population","Total","4.1",""
"2012","Romania","Total","Percentage of active population","Total","6.8",""
"2012","Romania","Less than 25 years","Thousand persons","Total","167",""
"2012","Romania","Less than 25 years","Percentage of total population","Total","6.9",""
"2012","Romania","Less than 25 years","Percentage of active population","Total","22.6",""
"2012","Slovenia","Total","Thousand persons","Total","90",""
"2012","Slovenia","Total","Percentage of total population","Total","5.6",""
"2012","Slovenia","Total","Percentage of active population","Total","8.9",""
"2012","Slovenia","Less than 25 years","Thousand persons","Total","16",""
"2012","Slovenia","Less than 25 years","Percentage of total population","Total","7.1",""
"2012","Slovenia","Less than 25 years","Percentage of active population","Total","20.6",""
"2012","Slovakia","Total","Thousand persons","Total","378",""
"2012","Slovakia","Total","Percentage of total population","Total","8.8",""
"2012","Slovakia","Total","Percentage of active population","Total","14.0",""
"2012","Slovakia","Less than 25 years","Thousand persons","Total","76",""
"2012","Slovakia","Less than 25 years","Percentage of total population","Total","10.4",""
"2012","Slovakia","Less than 25 years","Percentage of active population","Total","34.0",""
"2012","Finland","Total","Thousand persons","Total","207",""
"2012","Finland","Total","Percentage of total population","Total","5.1",""
"2012","Finland","Total","Percentage of active population","Total","7.7",""
"2012","Finland","Less than 25 years","Thousand persons","Total","63",""
"2012","Finland","Less than 25 years","Percentage of total population","Total","9.8",""
"2012","Finland","Less than 25 years","Percentage of active population","Total","19.0",""
"2012","Sweden","Total","Thousand persons","Total","403",""
"2012","Sweden","Total","Percentage of total population","Total","5.7",""
"2012","Sweden","Total","Percentage of active population","Total","8.0",""
"2012","Sweden","Less than 25 years","Thousand persons","Total","153",""
"2012","Sweden","Less than 25 years","Percentage of total population","Total","12.4",""
"2012","Sweden","Less than 25 years","Percentage of active population","Total","23.7",""
"2012","United Kingdom","Total","Thousand persons","Total","2,534",""
